inst_purp,cam_cnt,inst_ym,lon,lat
생활방범,1,2010-01,126.9235,37.1332
생활방범,1,2010-01,126.9235,37.1332
생활방범,1,2010-01,126.9235,37.1332
생활방범,1,2010-01,126.9198,37.1298
생활방범,1,2010-01,126.9198,37.1298
생활방범,1,2010-01,126.9198,37.1298
생활방범,1,2010-01,126.9277,37.1259
생활방범,1,2010-01,126.9277,37.1259
생활방범,1,2016-07,126.9983,37.1957
생활방범,1,2016-07,126.9983,37.1957
생활방범,1,2016-07,126.9983,37.1957
생활방범,1,2016-11,126.6652,37.1656
생활방범,1,2016-11,126.6598,37.1579
생활방범,1,2016-11,126.7014,37.1476
생활방범,1,2016-11,126.7134,37.1616
생활방범,1,2016-11,126.6881,37.1787
생활방범,1,2016-11,126.6789,37.1699
생활방범,1,2018-11,126.9917,37.1021
생활방범,1,2018-11,126.9456,37.0815
생활방범,1,2020-07,126.9456,37.0815
생활방범,1,2018-11,126.9612,37.0764
생활방범,1,2018-11,126.9183,37.0762
생활방범,1,2018-11,126.9134,37.0791
생활방범,1,2017-11,126.9934,37.2257
생활방범,1,2017-11,126.9936,37.2244
생활방범,1,2017-11,126.9843,37.2279
생활방범,1,2017-11,126.9752,37.2288
생활방범,1,2017-11,126.976,37.2287
생활방범,1,2012-01,126.8145,37.1762
생활방범,1,2012-01,126.8145,37.1762
생활방범,1,2018-12,127.1162,37.161
생활방범,1,2018-12,127.1162,37.161
생활방범,1,2018-12,127.1162,37.161
생활방범,1,2018-12,127.1163,37.1596
생활방범,1,2018-12,127.1163,37.1596
생활방범,1,2018-12,127.1163,37.1596
생활방범,1,2018-12,127.1177,37.1616
생활방범,1,2018-12,127.1177,37.1616
생활방범,1,2018-12,127.1177,37.1616
생활방범,1,2018-12,127.1177,37.1609
생활방범,1,2018-12,127.1177,37.1609
생활방범,1,2018-12,127.1177,37.1609
생활방범,1,2018-12,127.117,37.1601
생활방범,1,2018-12,127.117,37.1601
생활방범,1,2018-12,127.117,37.1601
생활방범,1,2018-12,127.1186,37.1611
생활방범,1,2018-12,127.1186,37.1611
생활방범,1,2018-11,126.6729,37.2136
생활방범,1,2020-07,126.6729,37.2136
생활방범,1,2018-11,126.6886,37.2145
생활방범,1,2018-11,126.7085,37.242
생활방범,1,2016-01,126.7395,37.222
생활방범,1,2016-01,126.7395,37.222
생활방범,1,2011-01,126.7311,37.215
생활방범,1,2011-01,126.7311,37.215
생활방범,1,2015-02,126.7389,37.2196
생활방범,1,2015-02,126.7389,37.2196
생활방범,1,2015-02,126.7389,37.2196
생활방범,1,2009-01,126.7455,37.2319
생활방범,1,2009-01,126.7455,37.2319
생활방범,1,2009-01,126.7455,37.2319
생활방범,1,2009-01,126.7455,37.2319
생활방범,1,2009-01,126.7455,37.2499
생활방범,1,2009-01,126.7455,37.2499
생활방범,1,2007-01,126.7377,37.2131
생활방범,1,2008-01,126.702,37.2415
생활방범,1,2008-01,126.702,37.2415
생활방범,1,2016-10,126.7285,37.2149
생활방범,1,2016-10,126.7285,37.2149
생활방범,1,2016-01,126.7149,37.2181
생활방범,1,2016-01,126.7149,37.2181
생활방범,1,2017-11,126.7386,37.2393
생활방범,1,2016-11,126.719,37.2497
생활방범,1,2016-11,126.7174,37.2484
생활방범,1,2016-11,126.7329,37.2378
생활방범,1,2016-11,126.777,37.0792
생활방범,1,2016-11,126.7725,37.0752
생활방범,1,2016-11,126.7712,37.0894
생활방범,1,2016-11,126.7708,37.0772
생활방범,1,2017-11,126.9614,37.2231
생활방범,1,2017-11,126.9298,37.2336
생활방범,1,2017-11,126.9234,37.2362
생활방범,1,2018-12,127.1186,37.1611
생활방범,1,2018-12,127.1183,37.1604
생활방범,1,2018-12,127.1183,37.1604
생활방범,1,2018-12,127.1183,37.1604
생활방범,1,2018-12,127.1183,37.1604
생활방범,1,2018-12,127.119,37.1609
생활방범,1,2018-12,127.119,37.1609
생활방범,1,2018-12,127.119,37.1609
생활방범,1,2018-12,127.1199,37.1599
생활방범,1,2008-01,126.8013,37.1097
생활방범,1,2010-01,126.8164,37.1166
생활방범,1,2010-01,126.8164,37.1166
생활방범,1,2015-08,126.8185,37.0895
생활방범,1,2015-08,126.8185,37.0895
생활방범,1,2015-08,126.9889,37.22
생활방범,1,2015-08,126.9889,37.22
생활방범,1,2014-08,127.0577,37.2334
생활방범,1,2023-10,126.8997,37.1329
생활방범,1,2023-10,126.8997,37.1329
생활방범,1,2014-08,126.9032,37.1307
생활방범,1,2015-08,127.0648,37.2082
생활방범,1,2015-08,127.0648,37.2082
생활방범,1,2015-08,127.0648,37.2082
생활방범,1,2015-08,126.8184,37.0896
생활방범,1,2015-08,126.8184,37.0896
생활방범,1,2015-08,126.917,37.1253
생활방범,1,2015-08,126.917,37.1253
생활방범,1,2015-08,126.917,37.1253
생활방범,1,2018-11,126.713,37.2305
생활방범,1,2018-11,126.7069,37.2332
생활방범,1,2018-11,126.7087,37.2106
생활방범,1,2018-11,127.0218,37.2016
생활방범,1,2020-07,127.0218,37.2016
생활방범,1,2018-11,127.0123,37.203
생활방범,1,2020-07,127.0123,37.203
생활방범,1,2017-11,126.7447,37.2436
생활방범,1,2017-11,126.7402,37.2453
생활방범,1,2017-11,126.7387,37.2444
생활방범,1,2017-11,126.7374,37.2438
생활방범,1,2016-11,126.6702,37.2408
생활방범,1,2016-11,126.6776,37.236
생활방범,1,2016-11,126.6946,37.2504
생활방범,1,2016-11,126.7212,37.2514
생활방범,1,2016-11,126.6996,37.2458
생활방범,1,2016-11,126.6871,37.2356
생활방범,1,2016-11,126.6893,37.2395
생활방범,1,2016-11,126.6994,37.2271
생활방범,1,2016-11,126.7431,37.2153
생활방범,1,2016-11,126.7365,37.2079
생활방범,1,2016-11,126.7165,37.2247
생활방범,1,2016-11,126.7183,37.2229
생활방범,1,2016-11,126.7239,37.2159
생활방범,1,2016-11,126.74,37.2085
생활방범,1,2016-11,126.6941,37.2378
생활방범,1,2008-01,126.823,37.075
생활방범,1,2017-11,126.9351,37.2361
생활방범,1,2017-11,126.9364,37.1695
생활방범,1,2017-11,126.9324,37.1665
생활방범,1,2022-08,126.9324,37.1665
생활방범,1,2017-11,126.9209,37.1644
생활방범,1,2017-11,126.9379,37.1731
생활방범,1,2017-11,126.9542,37.2239
생활방범,1,2017-11,126.9431,37.1766
생활방범,1,2017-11,126.9574,37.2057
생활방범,1,2017-11,126.8741,37.2491
생활방범,1,2017-11,126.8751,37.2501
생활방범,1,2016-11,127.0032,37.1932
생활방범,1,2014-05,126.7002,37.1679
생활방범,1,2014-05,126.7002,37.1679
생활방범,1,2016-11,126.6942,37.187
생활방범,1,2010-01,126.6901,37.1252
생활방범,1,2010-01,126.6901,37.1252
생활방범,1,2014-08,126.6896,37.1788
생활방범,1,2016-11,126.9713,37.1036
생활방범,1,2016-11,126.9752,37.0949
생활방범,1,2016-11,126.9687,37.0958
생활방범,1,2016-11,126.9678,37.0964
생활방범,1,2016-11,126.9671,37.0959
생활방범,1,2016-11,126.968,37.0889
생활방범,1,2016-11,126.9667,37.0852
생활방범,1,2016-11,126.9708,37.1073
생활방범,1,2016-11,126.9698,37.093
생활방범,1,2016-11,126.9943,37.1219
생활방범,1,2006-01,126.9097,37.1309
생활방범,1,2007-01,126.9814,37.1274
생활방범,1,2008-01,126.9032,37.131
생활방범,1,2016-01,126.8995,37.0719
생활방범,1,2016-01,126.8995,37.0719
생활방범,1,2016-01,126.8995,37.0719
생활방범,1,2017-05,126.9082,37.1305
생활방범,1,2017-05,126.9082,37.1305
생활방범,1,2017-05,126.9082,37.1305
생활방범,1,2017-05,126.9082,37.1305
생활방범,1,2015-02,126.921,37.1425
생활방범,1,2015-02,126.921,37.1425
생활방범,1,2007-01,126.9056,37.1378
생활방범,1,2012-01,126.9171,37.0903
생활방범,1,2012-01,126.9171,37.0903
생활방범,1,2016-10,126.9485,37.1311
생활방범,1,2016-10,126.9485,37.1311
생활방범,1,2016-11,126.9449,37.106
생활방범,1,2015-02,127.0175,37.2159
생활방범,1,2015-02,127.0175,37.2159
생활방범,1,2009-01,127.0056,37.2101
생활방범,1,2009-01,127.0056,37.2101
생활방범,1,2006-01,126.9885,37.2074
생활방범,1,2014-05,127.0115,37.2094
생활방범,1,2014-05,127.0115,37.2094
생활방범,1,2014-05,127.0115,37.2094
생활방범,1,2021-07,127.0137,37.212
생활방범,1,2021-07,127.0137,37.212
생활방범,1,2006-01,127.0176,37.2056
생활방범,1,2016-11,126.9978,37.2267
생활방범,1,2010-01,126.8959,37.1917
생활방범,1,2019-05,126.938,37.2003
생활방범,1,2019-05,126.938,37.2003
생활방범,1,2019-05,126.938,37.2003
생활방범,1,2019-05,127.0072,37.2105
생활방범,1,2019-05,127.0072,37.2105
생활방범,1,2019-05,127.0072,37.2105
생활방범,1,2019-05,127.0198,37.2076
생활방범,1,2019-05,127.0198,37.2076
생활방범,1,2019-05,126.9221,37.1087
생활방범,1,2019-05,126.9221,37.1087
생활방범,1,2019-05,126.9221,37.1087
생활방범,1,2018-11,126.8943,37.2411
생활방범,1,2020-07,126.8943,37.2411
생활방범,1,2020-07,126.8943,37.2411
생활방범,1,2018-11,126.8746,37.2295
생활방범,1,2020-07,126.8746,37.2295
생활방범,1,2018-11,126.8685,37.2283
생활방범,1,2018-11,126.8644,37.2357
생활방범,1,2018-12,127.1011,37.1597
생활방범,1,2018-12,127.106,37.1628
생활방범,1,2018-12,127.106,37.1628
생활방범,1,2018-12,127.106,37.1628
생활방범,1,2019-09,127.106,37.1628
생활방범,1,2018-12,127.1042,37.1621
생활방범,1,2018-12,127.1042,37.1621
생활방범,1,2016-11,126.9763,37.1145
생활방범,1,2016-11,126.9756,37.1132
생활방범,1,2016-11,126.9986,37.1211
생활방범,1,2016-11,126.9866,37.107
생활방범,1,2019-09,126.98,37.2048
생활방범,1,2019-09,126.98,37.2048
생활방범,1,2019-09,126.9538,37.2309
생활방범,1,2019-09,126.9538,37.2309
생활방범,1,2019-09,126.9708,37.2166
생활방범,1,2019-09,126.9708,37.2166
생활방범,1,2019-09,126.8763,37.2236
생활방범,1,2019-09,126.8644,37.2366
생활방범,1,2019-09,126.8644,37.2366
생활방범,1,2019-10,127.0738,37.1972
생활방범,1,2019-10,127.0738,37.1972
생활방범,1,2019-09,127.0375,37.2014
생활방범,1,2019-09,127.0375,37.2014
생활방범,1,2019-10,127.0738,37.1972
생활방범,1,2019-10,127.0738,37.1972
생활방범,1,2019-10,127.0738,37.1972
생활방범,1,2019-10,126.9726,37.2241
생활방범,1,2019-10,126.9726,37.2241
생활방범,1,2019-10,126.9726,37.2241
생활방범,1,2019-10,126.9791,37.2227
생활방범,1,2019-10,126.9791,37.2227
생활방범,1,2019-10,126.9791,37.2227
생활방범,1,2019-10,126.9751,37.2244
생활방범,1,2019-09,126.9282,37.1873
생활방범,1,2019-10,126.9751,37.2244
생활방범,1,2019-10,126.9751,37.2244
생활방범,1,2010-01,126.8959,37.1917
생활방범,1,2010-01,126.8959,37.1917
생활방범,1,2007-01,126.8943,37.1689
생활방범,1,2015-02,126.9064,37.173
생활방범,1,2015-02,126.9064,37.173
생활방범,1,2014-08,127.0357,37.2057
생활방범,1,2014-08,127.0357,37.2057
생활방범,1,2014-08,127.0392,37.2106
생활방범,1,2014-08,127.0392,37.2106
생활방범,1,2014-08,127.0392,37.2106
생활방범,1,2007-01,127.0452,37.2114
생활방범,1,2015-12,127.0313,37.2002
생활방범,1,2015-12,127.0313,37.2002
생활방범,1,2015-12,127.0313,37.2002
생활방범,1,2009-01,127.0483,37.21
생활방범,1,2009-01,127.0483,37.21
생활방범,1,2009-01,127.0483,37.21
생활방범,1,2009-01,127.0369,37.202
생활방범,1,2006-01,127.0445,37.2152
생활방범,1,2006-01,127.0419,37.202
생활방범,1,2006-01,127.0408,37.2002
생활방범,1,2006-01,127.0408,37.2002
생활방범,1,2006-01,127.0408,37.2002
생활방범,1,2010-01,127.041,37.1993
생활방범,1,2010-01,127.041,37.1993
생활방범,1,2010-01,127.041,37.1993
생활방범,1,2010-01,127.041,37.1993
생활방범,1,2010-01,127.041,37.1993
생활방범,1,2010-01,127.0378,37.2008
생활방범,1,2010-01,127.0378,37.2008
생활방범,1,2009-01,127.0399,37.2024
생활방범,1,2009-01,127.0399,37.2024
생활방범,1,2018-12,127.1084,37.1606
생활방범,1,2018-12,127.1084,37.1606
생활방범,1,2018-12,127.1084,37.1606
생활방범,1,2018-12,127.1084,37.1606
생활방범,1,2018-12,127.1048,37.1593
생활방범,1,2018-12,127.1048,37.1593
생활방범,1,2016-10,127.0163,37.2077
생활방범,1,2016-10,127.0163,37.2077
생활방범,1,2012-01,127.0186,37.2065
생활방범,1,2006-01,127.0198,37.2178
생활방범,1,2006-01,127.0198,37.2178
생활방범,1,2006-01,127.0198,37.2178
생활방범,1,2014-01,127.0177,37.208
생활방범,1,2014-01,127.0177,37.208
생활방범,1,2017-09,127.0214,37.2057
생활방범,1,2017-09,127.0219,37.2057
생활방범,1,2017-09,127.0219,37.2057
생활방범,1,2017-09,127.0217,37.2063
생활방범,1,2017-09,127.0217,37.2063
생활방범,1,2017-09,127.0216,37.2066
생활방범,1,2017-09,127.0216,37.2066
생활방범,1,2017-09,127.0216,37.2066
생활방범,1,2017-09,127.0212,37.2064
생활방범,1,2017-09,127.0212,37.2064
생활방범,1,2017-09,127.0211,37.2061
생활방범,1,2017-09,127.0211,37.2061
생활방범,1,2016-12,126.9674,37.2161
생활방범,1,2016-12,126.9674,37.2161
생활방범,1,2016-09,126.8211,37.0853
생활방범,1,2016-09,126.8211,37.0853
생활방범,1,2016-10,127.0163,37.2077
생활방범,1,2016-12,126.9103,37.1124
생활방범,1,2019-10,126.9789,37.2227
생활방범,1,2019-10,126.9789,37.2227
생활방범,1,2019-10,126.9789,37.2227
생활방범,1,2019-10,127.0627,37.2156
생활방범,1,2019-10,127.0627,37.2156
생활방범,1,2019-10,127.0627,37.2156
생활방범,1,2019-10,127.0627,37.2156
생활방범,1,2019-10,127.0527,37.1987
생활방범,1,2019-10,127.0527,37.1987
생활방범,1,2019-10,127.0527,37.1987
생활방범,1,2020-07,126.742,37.2007
생활방범,1,2009-01,127.0399,37.2024
생활방범,1,2009-01,127.04,37.2012
생활방범,1,2009-01,127.04,37.2012
생활방범,1,2014-08,126.6896,37.1788
생활방범,1,2007-01,126.6942,37.173
생활방범,1,2015-02,126.6841,37.1166
생활방범,1,2010-01,126.7099,37.1807
생활방범,1,2010-01,126.7099,37.1807
생활방범,1,2008-01,126.7032,37.1691
생활방범,1,2008-01,126.7032,37.1691
생활방범,1,2008-01,126.7032,37.1691
생활방범,1,2008-01,126.7032,37.1691
생활방범,1,2015-02,126.7079,37.1676
생활방범,1,2015-02,126.7079,37.1676
생활방범,1,2009-01,126.7064,37.1686
생활방범,1,2009-01,126.7064,37.1686
생활방범,1,2009-01,126.7064,37.1686
생활방범,1,2009-01,126.6259,37.1691
생활방범,1,2009-01,126.6259,37.1691
생활방범,1,2012-01,126.7083,37.1697
생활방범,1,2014-05,126.6582,37.1725
생활방범,1,2014-05,126.6582,37.1725
생활방범,1,2016-11,126.9183,37.0687
생활방범,1,2016-11,126.9152,37.0715
생활방범,1,2016-11,126.9207,37.0761
생활방범,1,2016-11,126.9102,37.0767
생활방범,1,2016-11,126.9442,37.0815
생활방범,1,2016-11,126.9145,37.0659
생활방범,1,2016-11,126.9203,37.0697
생활방범,1,2016-11,126.9817,37.0849
생활방범,1,2016-11,126.9851,37.0781
생활방범,1,2016-12,126.9103,37.1124
생활방범,1,2016-12,126.9103,37.1124
생활방범,1,2016-12,126.9567,37.2355
생활방범,1,2016-12,126.9567,37.2355
생활방범,1,2016-12,126.9567,37.2355
생활방범,1,2016-09,127.051,37.2238
생활방범,1,2016-09,127.051,37.2238
생활방범,1,2017-11,126.8562,37.2513
생활방범,1,2017-11,126.8533,37.2534
생활방범,1,2017-11,126.9095,37.2529
생활방범,1,2017-11,126.9249,37.2494
생활방범,1,2017-11,126.8682,37.2542
생활방범,1,2016-11,126.7857,37.0968
생활방범,1,2016-11,126.777,37.1055
생활방범,1,2016-11,126.7952,37.0277
생활방범,1,2016-11,126.806,37.0438
생활방범,1,2016-11,126.8074,37.0447
생활방범,1,2016-11,126.7904,37.0425
생활방범,1,2016-09,126.976,37.2248
생활방범,1,2016-09,126.9475,37.2177
생활방범,1,2016-09,126.9475,37.2177
생활방범,1,2016-09,126.9475,37.2177
생활방범,1,2016-09,126.9722,37.2122
생활방범,1,2016-09,126.9722,37.2122
생활방범,1,2016-09,127.0588,37.2311
생활방범,1,2016-09,127.0588,37.2311
생활방범,1,2016-09,126.6547,37.1879
생활방범,1,2016-09,126.6547,37.1879
생활방범,1,2016-09,126.6559,37.1888
생활방범,1,2016-11,126.987,37.0768
생활방범,1,2016-11,126.9807,37.0762
생활방범,1,2016-11,126.9752,37.0715
생활방범,1,2010-01,126.8164,37.1166
생활방범,1,2010-01,126.8164,37.1166
생활방범,1,2008-01,126.8188,37.0828
생활방범,1,2008-01,126.8188,37.0828
생활방범,1,2008-01,126.8188,37.0828
생활방범,1,2015-12,126.8177,37.0829
생활방범,1,2015-12,126.8177,37.0829
생활방범,1,2019-09,126.9471,37.2499
생활방범,1,2019-09,127.0557,37.2323
생활방범,1,2019-09,127.0562,37.2245
생활방범,1,2019-09,127.057,37.2255
생활방범,1,2019-09,127.057,37.2255
생활방범,1,2019-09,127.0412,37.2356
생활방범,1,2022-08,127.0412,37.2356
생활방범,1,2019-09,127.0363,37.2327
생활방범,1,2019-09,127.0409,37.2006
생활방범,1,2019-09,127.0409,37.2006
생활방범,1,2019-09,127.0376,37.2003
생활방범,1,2019-09,127.0353,37.206
생활방범,1,2019-09,126.9592,37.2211
생활방범,1,2019-09,126.9147,37.197
생활방범,1,2019-09,126.9147,37.197
생활방범,1,2019-09,126.9641,37.2157
생활방범,1,2019-09,126.9529,37.2221
생활방범,1,2008-01,126.823,37.075
생활방범,1,2008-01,126.823,37.075
생활방범,1,2008-01,126.823,37.075
생활방범,1,2008-01,126.8398,37.1459
생활방범,1,2008-01,126.8398,37.1459
생활방범,1,2008-01,126.8398,37.1459
생활방범,1,2009-01,126.8405,37.1306
생활방범,1,2009-01,126.8405,37.1306
생활방범,1,2016-11,126.8332,37.1388
생활방범,1,2016-11,126.8239,37.1346
생활방범,1,2016-11,126.8397,37.1419
생활방범,1,2016-11,126.8336,37.1339
생활방범,1,2016-11,126.8499,37.1054
생활방범,1,2016-11,126.8509,37.111
생활방범,1,2016-11,126.862,37.0885
생활방범,1,2016-09,126.6559,37.1888
생활방범,1,2016-09,126.6559,37.1888
생활방범,1,2016-09,126.6523,37.1848
생활방범,1,2016-09,126.6523,37.1848
생활방범,1,2016-09,126.6523,37.1848
생활방범,1,2016-09,126.8255,37.0893
생활방범,1,2016-09,126.8255,37.0893
생활방범,1,2016-09,126.8255,37.0893
생활방범,1,2016-09,126.8255,37.0893
생활방범,1,2016-09,126.8,37.1098
생활방범,1,2016-09,126.8,37.1098
생활방범,1,2016-09,126.8,37.1098
생활방범,1,2016-09,126.8241,37.0906
생활방범,1,2016-09,126.8241,37.0906
생활방범,1,2016-12,127.0413,37.2019
생활방범,1,2017-09,127.0214,37.2057
생활방범,1,2015-03,127.109,37.2004
생활방범,1,2015-03,127.1061,37.2001
생활방범,1,2016-11,126.9875,37.1089
생활방범,1,2016-11,126.9881,37.1061
생활방범,1,2016-11,126.9898,37.1038
생활방범,1,2016-11,126.9607,37.0759
생활방범,1,2016-11,126.9485,37.0783
생활방범,1,2016-11,126.946,37.0711
생활방범,1,2016-11,126.9891,37.1089
생활방범,1,2014-08,126.8249,37.088
생활방범,1,2014-08,126.8249,37.088
생활방범,1,2014-08,126.8249,37.088
생활방범,1,2015-02,126.8169,37.1261
생활방범,1,2011-01,126.7903,37.0671
생활방범,1,2019-09,126.9471,37.2499
생활방범,1,2019-09,127.0371,37.2293
생활방범,1,2019-09,126.9649,37.2163
생활방범,1,2019-09,126.9649,37.2163
생활방범,1,2019-09,126.9649,37.2163
생활방범,1,2019-09,126.9191,37.1439
생활방범,1,2019-09,126.9191,37.1439
생활방범,1,2019-09,126.9191,37.1439
생활방범,1,2019-09,126.8999,37.1148
생활방범,1,2019-09,126.8999,37.1148
생활방범,1,2019-09,126.8999,37.1148
생활방범,1,2016-11,126.9906,37.2208
생활방범,1,2016-11,126.9874,37.2184
생활방범,1,2010-01,126.9856,37.1981
생활방범,1,2010-01,126.9856,37.1981
생활방범,1,2010-01,126.9983,37.1957
생활방범,1,2017-11,126.88,37.2684
생활방범,1,2017-11,126.8808,37.2676
생활방범,1,2017-11,126.8793,37.2651
생활방범,1,2017-11,126.8943,37.2603
생활방범,1,2017-11,126.8991,37.248
생활방범,1,2017-11,126.8743,37.2682
생활방범,1,2017-11,126.8926,37.2575
생활방범,1,2017-11,126.8914,37.2578
생활방범,1,2017-11,126.8985,37.2549
생활방범,1,2017-11,126.8839,37.268
생활방범,1,2008-01,126.8634,37.1364
생활방범,1,2008-01,126.8634,37.1364
생활방범,1,2007-01,126.8813,37.167
생활방범,1,2009-01,126.9033,37.1595
생활방범,1,2009-01,126.9033,37.1595
생활방범,1,2009-01,126.9033,37.1595
생활방범,1,2008-01,126.899,37.1545
생활방범,1,2008-01,126.899,37.1545
생활방범,1,2008-01,126.899,37.1545
생활방범,1,2007-01,126.8878,37.1294
생활방범,1,2007-01,126.8658,37.181
생활방범,1,2007-01,126.8721,37.1452
생활방범,1,2016-11,126.9032,37.1828
생활방범,1,2017-11,126.8814,37.1095
생활방범,1,2017-11,126.8816,37.106
생활방범,1,2017-11,126.891,37.1781
생활방범,1,2017-11,126.9311,37.204
생활방범,1,2017-11,126.9219,37.2004
생활방범,1,2016-11,126.8492,37.1096
생활방범,1,2016-11,126.8616,37.0933
생활방범,1,2022-07,126.8616,37.0933
생활방범,1,2016-11,126.8661,37.0928
생활방범,1,2016-11,126.8575,37.1017
생활방범,1,2016-11,126.8524,37.1006
생활방범,1,2016-11,126.8744,37.0958
생활방범,1,2016-11,126.8693,37.0941
생활방범,1,2016-11,126.8364,37.0973
생활방범,1,2016-11,126.8383,37.0963
생활방범,1,2016-11,126.8289,37.084
생활방범,1,2016-11,126.8308,37.0949
생활방범,1,2016-11,126.8368,37.0938
생활방범,1,2016-11,126.8481,37.0342
생활방범,1,2016-11,126.8431,37.0355
생활방범,1,2016-11,126.8513,37.0337
생활방범,1,2016-11,126.8541,37.0402
생활방범,1,2016-11,126.8506,37.039
생활방범,1,2020-11,127.039,37.2116
생활방범,1,2018-12,127.1048,37.1593
생활방범,1,2018-12,127.1044,37.1585
생활방범,1,2018-12,127.1044,37.1585
생활방범,1,2018-12,127.1044,37.1585
생활방범,1,2018-12,127.1076,37.1585
생활방범,1,2018-12,127.1076,37.1585
생활방범,1,2018-12,127.1076,37.1585
생활방범,1,2018-12,127.1073,37.1576
생활방범,1,2018-12,127.1073,37.1576
생활방범,1,2011-01,126.8186,37.0848
생활방범,1,2016-01,126.819,37.0864
생활방범,1,2016-01,126.819,37.0864
생활방범,1,2016-01,126.819,37.0864
생활방범,1,2016-01,126.819,37.0864
생활방범,1,2008-01,126.7945,37.1175
생활방범,1,2008-01,126.7945,37.1175
생활방범,1,2008-01,126.7945,37.1175
생활방범,1,2009-01,126.984,37.1673
생활방범,1,2009-01,126.984,37.1673
생활방범,1,2009-01,126.984,37.1673
생활방범,1,2009-01,126.9847,37.1683
생활방범,1,2020-11,126.9847,37.1683
생활방범,1,2020-11,126.9847,37.1683
생활방범,1,2020-11,126.9847,37.1683
생활방범,1,2015-12,126.9939,37.1687
생활방범,1,2015-12,126.9939,37.1687
생활방범,1,2009-01,127.0122,37.1518
생활방범,1,2009-01,127.0122,37.1518
생활방범,1,2009-01,127.0104,37.1544
생활방범,1,2009-01,127.0104,37.1544
생활방범,1,2009-01,127.0104,37.1544
생활방범,1,2014-05,127.0119,37.1337
생활방범,1,2014-05,127.0119,37.1337
생활방범,1,2018-11,126.8446,37.2603
생활방범,1,2018-11,126.8829,37.209
생활방범,1,2018-11,126.8936,37.1983
생활방범,1,2018-11,126.8908,37.2042
생활방범,1,2020-07,126.8908,37.2042
생활방범,1,2020-07,126.8908,37.2042
생활방범,1,2018-11,126.7021,37.138
생활방범,1,2020-07,126.9911,37.0879
생활방범,1,2022-08,126.888,37.2744
생활방범,1,2017-11,126.9114,37.2522
생활방범,1,2017-11,126.9107,37.2545
생활방범,1,2017-11,126.9101,37.2538
생활방범,1,2017-11,126.9108,37.2527
생활방범,1,2016-11,126.8537,37.0408
생활방범,1,2017-11,126.8833,37.2751
생활방범,1,2009-01,126.9926,37.2269
생활방범,1,2009-01,126.9926,37.2269
생활방범,1,2014-05,126.9933,37.2232
생활방범,1,2012-01,126.9816,37.2265
생활방범,1,2012-01,126.9816,37.2265
생활방범,1,2011-01,126.9866,37.2204
생활방범,1,2016-10,126.9855,37.2312
생활방범,1,2016-10,126.9855,37.2312
생활방범,1,2015-02,126.9792,37.224
생활방범,1,2015-02,126.9792,37.224
생활방범,1,2014-05,126.9818,37.2131
생활방범,1,2014-05,126.9818,37.2131
생활방범,1,2014-05,126.9818,37.2131
생활방범,1,2014-05,126.9818,37.2131
생활방범,1,2015-02,126.6841,37.1166
생활방범,1,2008-01,126.712,37.1676
생활방범,1,2008-01,126.712,37.1676
생활방범,1,2016-11,126.7022,37.1379
생활방범,1,2016-11,126.7323,37.167
생활방범,1,2016-11,126.7029,37.1677
생활방범,1,2016-11,126.7059,37.1624
생활방범,1,2023-09,126.724,37.1558
생활방범,1,2016-11,126.7174,37.1524
생활방범,1,2016-11,126.7303,37.1496
생활방범,1,2017-11,126.9276,37.2029
생활방범,1,2017-11,126.9192,37.1998
생활방범,1,2017-11,126.926,37.1853
생활방범,1,2017-11,126.9799,37.2055
생활방범,1,2017-11,126.98,37.2064
생활방범,1,2017-11,126.9362,37.1507
생활방범,1,2017-11,126.9309,37.2032
생활방범,1,2017-11,126.9807,37.2129
생활방범,1,2017-11,126.931,37.1768
생활방범,1,2017-11,126.9529,37.2383
생활방범,1,2017-11,126.9542,37.2428
생활방범,1,2017-11,126.9274,37.1743
생활방범,1,2008-01,126.712,37.1676
생활방범,1,2008-01,126.7051,37.1695
생활방범,1,2008-01,126.7051,37.1695
생활방범,1,2010-01,126.7099,37.1807
생활방범,1,2010-01,126.7099,37.1807
생활방범,1,2010-01,126.7099,37.1807
생활방범,1,2016-01,126.9394,37.0964
생활방범,1,2016-11,127.0375,37.2128
생활방범,1,2020-11,127.0375,37.2128
생활방범,1,2020-11,127.0375,37.2128
생활방범,1,2016-11,127.0384,37.2136
생활방범,1,2016-01,127.0395,37.2154
생활방범,1,2016-11,127.039,37.2165
생활방범,1,2016-11,127.037,37.2174
생활방범,1,2016-11,127.037,37.2174
생활방범,1,2019-01,127.037,37.2174
생활방범,1,2019-01,126.8094,37.2146
생활방범,1,2019-01,126.8107,37.2132
생활방범,1,2018-12,127.1166,37.1551
생활방범,1,2018-12,127.115,37.1615
생활방범,1,2018-12,127.115,37.1615
생활방범,1,2018-12,127.115,37.1615
생활방범,1,2018-12,127.115,37.1615
생활방범,1,2018-12,127.1156,37.1616
생활방범,1,2018-12,127.1156,37.1616
생활방범,1,2018-12,127.1156,37.1616
생활방범,1,2018-12,127.1156,37.1616
생활방범,1,2018-12,127.1151,37.1599
생활방범,1,2018-12,127.1151,37.1599
생활방범,1,2018-12,127.1148,37.1588
생활방범,1,2018-11,126.7284,37.2091
생활방범,1,2020-07,126.7284,37.2091
생활방범,1,2018-11,126.7673,37.183
생활방범,1,2018-11,126.7594,37.1858
생활방범,1,2018-11,126.7826,37.1704
생활방범,1,2018-11,126.7497,37.1984
