bis_id,stn_nm,lon,lat
GGB233000169,한원IC,127.12245,37.15295
GGB233000170,반도10차,127.1273667,37.1663333
GGB233000171,경기도종합사격장,126.9570333,37.0926
GGB233000172,남양상회,127.0779,37.1639333
GGB233000173,야목교차로,126.8786167,37.2651667
GGB233000174,야목교차로,126.8787333,37.2653167
GGB233000175,행복주택28단지,127.0934,37.1638833
GGB233000176,행복주택28단지,127.0936333,37.1639667
GGB233000177,매향2리입구,126.7725833,37.0521167
GGB233000178,매향2리입구,126.7727667,37.0519333
GGB233000179,매송면행정복지센터,126.90985,37.2526833
GGB233000180,매송면행정복지센터,126.9100833,37.2525333
GGB233000182,동원4차.현대트랜시스,127.10605,37.2167
GGB233000183,현대트랜시스.동원4차,127.1055333,37.2168667
GGB233000184,힐스테이트동탄,127.1204833,37.1829
GGB233000185,영내사거리,127.0927667,37.2159333
GGB233000186,영내사거리,127.0936667,37.2161167
GGB233000187,기산베스트빌,126.8226833,37.19545
GGB233000188,남양뉴타운.양우내안애,126.8243667,37.2022833
GGB233000189,화성시청.모두누림센터,126.82845,37.1983667
GGB233000190,공군부대입구,126.8312667,37.19625
GGB233000191,대광아파트,126.8340667,37.19425
GGB233000192,금광포란재아파트,126.85505,37.1833667
GGB233000193,하저3리.한미약품,126.8658167,37.1810167
GGB233000194,하저4리.안산동,126.8714,37.17535
GGB233000195,율암2리.쇄네,126.8725667,37.1739667
GGB277100614,남양로진입(미정차),126.8125833,37.1708
GGB277100615,동탄2차고지(미정차),127.1032167,37.1556333
GGB277102653,용건릉(미정차),126.9881333,37.2071833
GGB277102693,병점육교(미정차),127.0301333,37.2088833
GGB277102694,왕림교차로(미정차),126.9390167,37.19295
GGB277104331,차고지대기(미정차),126.8389,37.2028833
GGB277104332,고매1교(미정차),127.1183833,37.2193833
GGB277104335,수화교차로(미정차),126.814,37.2527
GGB277104336,수화교차로(미정차),126.8135833,37.2526833
GGB277104346,반월삼거리(미정차),127.072,37.2268167
GGB277104372,기점진입전(미정차),127.1032667,37.1578333
GGB277104373,중리IC(미정차),127.12695,37.2087167
GGB277102825,송산마도TG(미정차),126.7550333,37.2093
GGB277102826,송산마도TG(미정차),126.7548833,37.2095167
GGB277102846,봉담IC(미정차),126.9563667,37.2292667
GGB277102847,봉담IC(미정차),126.9570833,37.2286833
GGB277104709,고매1교(미정차),127.1179333,37.2193833
GGB277104710,중리IC(미정차),127.1248667,37.2085833
GGB277102853,향남IC(미정차),127.0003667,37.12985
GGB277102854,향남IC(미정차),127.0005833,37.1293333
GGB277104772,신리IC(미정차),127.1238667,37.17075
GGB277104773,신리IC(미정차),127.1232667,37.1703167
GGB277104803,장지IC(미정차),127.1210833,37.1538333
GGB277104804,장지IC(미정차),127.1211667,37.1534667
GGB277104805,장지IC(미정차),127.1213333,37.1534333
GGB277104808,치동천5교교차로(미정차),127.11355,37.2034167
GGB277104809,청계교차로(미정차),127.12275,37.1906667
GGB277104810,치동천2교교차로(미정차),127.0990833,37.2049333
GGB277104811,현대트랜시스진입전(미정차),127.1007667,37.2137333
GGB277104812,현천교차로(미정차),126.8921333,37.2569333
GGB277104813,어천육교(미정차),126.9057833,37.2485167
GGB277104814,원평교차로(미정차),126.9233833,37.2438167
GGB277104815,원평교차로(미정차),126.9240333,37.2439167
GGB277104818,함백교차로(미정차),126.90795,37.2737333
GGB277101611,제암교차로(미정차),126.9024167,37.11885
GGB277101618,고온리종점(미정차),126.7499833,37.0384667
GGB277101619,호곡리(미정차),126.7739667,37.1183833
GGB277101636,기흥동탄IC(미정차),127.0969833,37.2166167
GGB277101677,원안1리(미정차),126.77745,37.1047833
GGB277101678,점촌교차로(미정차),126.91685,37.1418
GGB277101693,가재교차로(미정차),126.922,37.1491167
GGB277101700,숙곡교차로(미정차),126.8987333,37.2546667
GGB277101708,왕림교차로(미정차),126.9393333,37.1929
GGB277101732,가재교차로(미정차),126.9223,37.149
GGB277101750,팔탄입구삼거리(미정차),126.9315833,37.1635833
GGB277101757,뒷말(미정차),126.7724167,37.07975
GGB277101775,팔탄입구삼거리(미정차),126.9317833,37.1636
GGB277101785,서동탄역사거리(미정차),127.05285,37.1989
GGB277101809,장전도착(미정차),126.8356667,37.2650333
GGB277101822,서동탄역출발(미정차),127.0515,37.1974167
GGB277103444,동탄JC(미정차),127.0957833,37.1778833
GGB277103445,동탄JC(미정차),127.0962,37.1774333
GGB277101836,병점정형외과(미정차),127.0366167,37.20605
GGB277101841,매송지하차도(미정차),126.8849667,37.2806333
GGB277101878,숙곡교차로(미정차),126.8989167,37.2545833
GGB277101884,기흥동탄TG(미정차),127.0917,37.2169833
GGB277101890,쌍학리(미정차),126.9001,37.2385333
GGB277101908,기흥동탄TG(미정차),127.0915667,37.21655
GGB277101927,봉담IC교차로(미정차),126.9572333,37.22935
GGB277101941,장전출발(미정차),126.8357,37.2648833
GGB277103517,천천IC(미정차),126.9501167,37.24605
GGB277103518,천천IC(미정차),126.9505833,37.2459833
GGB277103584,비봉IC(미정차),126.8821333,37.2438
GGB277103585,비봉IC(미정차),126.8824167,37.24345
GGB277103586,발안IC(미정차),126.8820167,37.12375
GGB277103587,발안IC(미정차),126.8824333,37.1234833
GGB277103588,발안TG(미정차),126.8871667,37.1213667
GGB277103589,발안TG(미정차),126.8877667,37.1216667
GGB277101969,덕다리(미정차),126.8332833,37.04975
GGB277101972,양감IC(미정차),126.9947167,37.0981333
GGB277101997,궁평1교차로(미정차),126.6892167,37.1183333
GGB277102009,봉담IC진입(미정차),126.957,37.2272
GGB277102010,장짐삼거리(미정차),126.9015667,37.1394
GGB277102014,화성벌말초(미정차),127.0378333,37.2015333
GGB277102040,점촌교차로(미정차),126.9170167,37.1415833
GGB277103611,양노교차로(미정차),126.8757,37.2235333
GGB277103612,양노교차로(미정차),126.8757167,37.2230833
GGB277103617,정남IC(미정차),126.9705,37.1850333
GGB277103618,정남IC(미정차),126.9710333,37.1848667
GGB277102091,장덕동(미정차),126.8182,37.1676667
GGB277102247,기흥동탄IC(미정차),127.0972833,37.21625
GGB277103853,송산마도IC(미정차),126.7596333,37.2099
GGB277103854,송산마도IC(미정차),126.7599667,37.2093833
GGB277103887,조암IC(미정차),126.8182667,37.1186333
GGB277103888,조암IC(미정차),126.8188667,37.1184167
GGB277102349,궁평리(미정차),126.68825,37.1090167
GGB277102350,궁평리(미정차),126.70105,37.0990333
GGB277102351,매향리(미정차),126.7175167,37.0861
GGB277102383,덕리(미정차),126.9358333,37.16995
GGB277103991,호수공원아이파크(미정차),127.1069,37.1655333
GGB277103992,호수공원미래체험관(미정차),127.1069167,37.1683167
GGB277103993,A74블럭(미정차),127.115,37.1659
GGB277104031,향남TG(미정차),126.99555,37.1264833
GGB277104032,향남TG(미정차),126.996,37.12645
GGB277104151,양감교차로(미정차),126.9204167,37.0764667
GGB277104152,향남교차로(미정차),126.92655,37.1116167
GGB277104153,가재교차로(미정차),126.9225667,37.1488333
GGB277104154,가재교차로(미정차),126.9218167,37.1489333
GGB277104155,향남교차로(미정차),126.9262333,37.1117167
GGB277104156,양감교차로(미정차),126.9200167,37.0765667
GGB277102393,발안리(미정차),126.9063333,37.1313167
GGB277102431,가람아파트(미정차),126.9085833,37.13665
GGB277102459,현대기아연구소(미정차),126.8446833,37.1639667
GGB277102501,봉담IC교차로(미정차),126.9568833,37.2296333
GGB277104289,도이교차로(미정차),126.9304667,37.1347833
GGB277104291,도이교차로(미정차),126.93115,37.1351333
GGB277104304,수기교차로(미정차),126.9709167,37.1985667
GGB277104305,차고지도착(미정차),126.8388833,37.2030667
GGB277104306,양노IC(미정차),126.8612,37.2326167
GGB277104307,양노IC(미정차),126.8614667,37.2337167
GGB277104308,백학IC(미정차),126.87945,37.2314833
GGB277104309,백학IC(미정차),126.8800833,37.2317667
GGB277104310,화성비봉(미정차),126.9044333,37.2325833
GGB277104311,화성비봉(미정차),126.9042167,37.2328667
GGB277104312,샘내IC(미정차),126.9365667,37.2432833
GGB277104313,샘내IC(미정차),126.9369,37.2438
GGB277102522,새강마을사거리(미정차),127.0724167,37.1930333
GGB277102544,매송TG(미정차),126.8898167,37.2816
GGB277102546,매송TG(미정차),126.8898167,37.2809
GGB277102570,왕림휴게소(미정차),126.9437667,37.2073
GGB277102590,수원대학교(미정차),126.9838,37.2115667
GGB277102612,양감IC(미정차),126.9943667,37.0982
SEB233001620,힐스테이트.호반5차,127.1230068,37.1847227
SEB233001492,상록.경남아파트.이주택지,127.1105796,37.2068019
SEB233000063,동원.다원중,127.1036302,37.2120828
SEB233001902,동원.다원중,127.1033072,37.2117234
SEB233000965,청목초.신안1차,127.1194392,37.1945201
SEB233001168,센트럴푸르지오.호반베르디움2차,127.1168578,37.1980663
SEB233002421,예솔초.호반2차.대원2차,127.1188132,37.1961779
SEB233001614,한신더휴,127.1238373,37.186462
SEB233000129,신안2차.반도4차,127.116094,37.199925
SEB233001623,동원로얄듀크2차.목동초,127.1233403,37.1886861
SEB233002429,이주택지.상록.경남아파트,127.1109171,37.2070395
SEB233000430,반도4차.동탄4동복지센터,127.1154534,37.2000321
SEB233001568,베라체아파트,127.1228895,37.1904369
GGB123000669,북위례입구,127.1567333,37.48865
GGB124000369,초이동(중),127.1615333,37.5420833
GGB124000370,초이동(중),127.1611833,37.54185
GGB204000192,웃논골,127.16645,37.4692
GGB205000208,남문매표소앞,127.176,37.47215
GGB227000001,월남교차로,127.1731,37.5448333
GGB227000002,초이교차로,127.1708833,37.5336833
GGB227000004,마을회관입구,127.2262167,37.5276333
GGB227000005,미사강변센텀팰리스.강일리버10단지,127.1820333,37.5597167
GGB227000007,한솔리치빌2.3단지,127.19605,37.5354
GGB227000008,한솔리치빌1.5단지,127.1971,37.5340167
GGB227000009,현대아파트.한신아파트,127.2177833,37.5382167
GGB227000010,천현초등학교,127.2158833,37.5366833
GGB227000011,천현초등학교,127.2158,37.5369
GGB227000012,한신아파트,127.2178,37.5384667
GGB227000013,현대아파트,127.219,37.5387833
GGB227000015,덕풍쌍용아파트,127.2002167,37.5320667
GGB227000016,한솔리치빌1.5단지,127.1970667,37.5337333
GGB227000017,한솔리치빌2.3단지,127.1961167,37.53495
GGB227000018,천현사거리.꿈나무공원,127.2140667,37.5348
GGB227000019,성광학교,127.2108,37.5351667
GGB227000020,동부주유소,127.2077167,37.5367833
GGB227000021,신장사거리.신장시장,127.20395,37.5381833
GGB227000022,하남우체국.덕풍시장,127.20045,37.54055
GGB227000023,덕풍초등학교,127.1995333,37.5421833
GGB227000024,덕풍수리골공영주차장,127.1979333,37.5455833
GGB227000025,센트럴풍경채.동일하이빌.강동리엔9단지,127.1818667,37.5571167
GGB227000026,지역현안1지구,127.19115,37.5468833
GGB227000027,황산사거리.미사3동행정복지센터.하남수산물시장,127.1838,37.54935
GGB227000028,지역현안1지구,127.1912667,37.5472
GGB227000029,온천마을.힐즈파크푸르지오.테크노밸리U1센터,127.1951833,37.5471
GGB227000030,라인.한솔솔파크아파트,127.1988167,37.546
GGB227000031,하남시청역.덕풍시장,127.2045167,37.5430333
GGB227000032,하남노인장애인복지관.미사1동행정복지센터,127.18845,37.5598667
GGB227000033,장지마을앞,127.2096667,37.5404833
GGB227000034,하남시청,127.2136333,37.5400333
GGB227000035,더우개마을동일.한국아파트,127.2180667,37.5408833
GGB227000036,하남검단산역.창우초교.부영아파트,127.2235,37.5398833
GGB227000037,꿈동산신안.창우마을.은행아파트,127.2244667,37.5379833
GGB227000038,신안아파트후문,127.2234833,37.5353667
GGB227000039,검단산입구.한국애니메이션고교,127.2275,37.53645
GGB227000040,하남어린이집,127.2305167,37.5377333
GGB227000041,창우동.바깥창모루,127.2360167,37.54095
GGB227000042,팔당댐.배알미,127.27135,37.52675
GGB227000044,은고개약수터,127.2397667,37.48185
GGB227000045,어진마을입구,127.2382667,37.48565
GGB227000046,섬말입구,127.2354167,37.4900333
GGB227000047,중간말입구,127.23355,37.4934
GGB227000048,동수교,127.2324833,37.4955667
GGB227000049,거리대울,127.2306667,37.5067667
GGB227000050,새능교회.하남요양병원,127.2275833,37.51125
GGB227000051,정심사.삼일공사,127.2215,37.5282667
GGB227000052,동경주,127.2177667,37.5316167
GGB227000053,동경주,127.2177167,37.5318
GGB227000054,정심사.삼일공사,127.2217167,37.52835
GGB227000055,새능교회.하남요양병원,127.2275,37.5113667
GGB227000056,거리대울,127.2307667,37.5066833
GGB227000057,동수교,127.2322833,37.4969333
GGB227000058,중간말입구,127.2341667,37.4928667
GGB227000059,섬말입구,127.2351333,37.4909333
GGB227000060,어진마을입구,127.2382333,37.4863667
GGB227000061,은고개약수터,127.2397667,37.4825167
GGB227000062,상산곡동.공영차고지,127.2334333,37.4997167
GGB227000064,미사동차고지.한강뚝방모랫길,127.2038833,37.5757667
GGB227000065,미사동입구,127.2020333,37.5722
GGB227000066,미사동입구.한강유역환경청,127.1976333,37.5682
GGB227000067,감일중.한라비발디.더샵포웰시티,127.1636333,37.50245
GGB227000068,미사중학교.미사중앙초등학교,127.2010333,37.5580167
GGB227000069,미사강변C3단지.호반써밋,127.1979167,37.5645167
GGB227000070,힐즈파크푸르지오1단지,127.1925167,37.5441167
GGB227000071,하남시청소년수련관.청소년상담복지센터,127.19095,37.55245
GGB227000072,하남시청소년수련관.청소년상담복지센터,127.1911,37.5529
GGB227000073,세미도서관.힐즈파크푸르지오1단지,127.1938,37.5434
GGB227000074,하남디지털도서관.효성해링턴.C3단지,127.19665,37.5622
GGB227000075,미사중학교.미사중앙초등학교,127.2002833,37.5578833
GGB227000076,감일중.한라비발디.더샵포웰시티,127.1634167,37.5022833
GGB227000077,미사동입구.한강유역환경청,127.1965,37.5698833
GGB227000078,미사동입구,127.2017667,37.57205
GGB227000079,미사동뒷벌,127.20275,37.5739
GGB227000080,소방서.은행아파트,127.2206333,37.5395333
GGB227000081,감일역사공원.제일풍경채,127.15455,37.5079
GGB227000082,하남경찰서,127.2263833,37.5221333
GGB227000084,복지회관.하남경찰서.등기소.마루공원,127.2212333,37.5222167
GGB227000085,정심사입구.삼일공사,127.2228667,37.5289
GGB227000086,힐즈파크푸르지오3단지,127.1940833,37.5424667
GGB227000088,정심사입구.삼일공사,127.22275,37.5283833
GGB227000089,복지회관.하남경찰서.등기소.마루공원,127.22145,37.52275
GGB227000090,천현동행정복지센터입구,127.2217167,37.5195667
GGB227000091,하산곡삼거리,127.2237,37.5153833
GGB227000092,새능마을입구,127.2259,37.5114167
GGB227000093,산곡초등학교.검단산입구,127.23105,37.5034167
GGB227000094,상산곡동.공영차고지,127.2336167,37.4997167
GGB227000095,하남시청역.진모루현대아파트,127.2064167,37.5404333
GGB227000096,신장시장.GS마트,127.20565,37.5393833
GGB227000097,벽산아파트,127.2043833,37.5373333
GGB227000098,동부중.남한고,127.2039833,37.5356167
GGB227000099,덕풍현대아파트,127.2022333,37.5327667
GGB227000100,법동입구,127.1983167,37.525
GGB227000101,광주향교,127.1967833,37.5224167
GGB227000102,노인복지관.춘궁동행정복지센터,127.19445,37.52235
GGB227000103,성산동.이성산성.서하남농협,127.1890167,37.52215
GGB227000104,고골낚시터,127.1869167,37.5212833
GGB227000105,정수장후문,127.1756,37.5196833
GGB227000106,광암동,127.1715667,37.5167833
GGB227000107,새마을,127.1654,37.51505
GGB227000108,서부초등학교,127.1613333,37.51435
GGB227000109,원호주택.도로공사,127.1550833,37.5146667
GGB227000110,배다리.서하남나들목,127.14795,37.5161667
GGB227000111,배다리.서하남나들목,127.1479833,37.51665
GGB227000112,원호주택.도로공사,127.1547833,37.51495
GGB227000113,서부초등학교,127.1605167,37.5145667
GGB227000114,새마을,127.1655667,37.5152833
GGB227000115,광암동,127.17135,37.5169
GGB227000116,광암정수장앞,127.1752667,37.5196
GGB227000117,고골낚시터,127.1858167,37.5212667
GGB227000118,성산동.이성산성.서하남농협,127.1892167,37.5224667
GGB227000119,노인복지관.춘궁동행정복지센터,127.1945,37.52265
GGB227000120,광주향교,127.1968167,37.5226833
GGB227000121,법동입구,127.1982167,37.5255667
GGB227000122,덕풍현대아파트,127.2022167,37.5331167
GGB227000123,동부중.남한고,127.2038,37.5361667
GGB227000124,신장시장.GS마트.새마을금고,127.2051333,37.5389333
GGB227000125,하남시청역.진모루현대아파트,127.2060833,37.5402667
GGB227000126,팔당댐.배알미,127.27215,37.5266333
GGB227000127,창우동.바깥창모루,127.23635,37.54115
GGB227000128,하남어린이집,127.23065,37.5376833
GGB227000129,검단산입구.한국애니메이션고교,127.2276333,37.5359667
GGB227000130,신안아파트후문,127.2238333,37.5350833
GGB227000131,은행.꿈동산신안.창우마을아파트,127.2241167,37.5378667
GGB227000132,하남검단산역.부영아파트.창우초교,127.224,37.5395
GGB227000133,소방서,127.2199333,37.5402333
GGB227000134,백송한신.백조현대아파트,127.2180833,37.5406
GGB227000135,현대베스코아.세무서,127.2158167,37.5406
GGB227000136,하남시청,127.2136,37.5396167
GGB227000137,시청사거리,127.21145,37.5392667
GGB227000138,장지마을,127.2092833,37.5403167
GGB227000139,하남시청역.덕풍시장,127.2042833,37.5427667
GGB227000140,라인.한솔솔파크아파트,127.1997167,37.5449833
GGB227000141,힐즈파크푸르지오.테크노밸리U1센터.온천마을,127.1953333,37.5467
GGB227000142,e편한세상감일.제일풍경채,127.15225,37.5062833
GGB227000143,덕풍수리골공영주차장,127.1980833,37.5449833
GGB227000144,덕풍2동행정복지센터.청소년문화의집.농협,127.19925,37.5427667
GGB227000145,덕풍초등학교,127.2000167,37.5415
GGB227000146,덕풍시장.하남우체국.KT하남지사,127.2018333,37.5397667
GGB227000147,신장사거리.신장시장,127.2051667,37.5378667
GGB227000148,동부주유소,127.2083333,37.5366167
GGB227000149,하남지구대,127.2096667,37.5357667
GGB227000150,성광학교,127.2117833,37.5350333
GGB227000151,천현사거리.꿈나무공원,127.21375,37.5347667
GGB227000153,산곡초등학교.검단산입구,127.23135,37.5026333
GGB227000154,새능마을입구,127.2254167,37.5119167
GGB227000155,하산곡삼거리,127.2237833,37.5148333
GGB227000156,천현동행정복지센터입구,127.2214833,37.5195167
GGB227000157,경정장후문,127.20095,37.5704
GGB227000158,옛골토성앞,127.2521667,37.5373167
GGB227000159,옛골토성앞,127.25305,37.5365833
GGB227000160,덕풍쌍용아파트,127.20035,37.53225
GGB227000161,세미도서관.힐즈파크푸르지오2단지,127.19395,37.5438833
GGB227000162,아란티움.26단지.e편한세상,127.1920167,37.5567333
GGB227000163,마을회관입구,127.22605,37.52775
GGB227000164,정심사입구,127.2267333,37.5264667
GGB227000165,검단산입구.한국애니메이션고교,127.2260667,37.5339333
GGB227000166,팔당댐입구,127.2774333,37.5245833
GGB227000167,팔당댐입구,127.2776833,37.52405
GGB227000168,상수도관리사업소,127.2833,37.51625
GGB227000169,상수도관리사업소,127.2830833,37.5161833
GGB227000170,아란티움.26단지.e편한세상,127.1918667,37.55655
GGB227000171,아이테코,127.1931833,37.55305
GGB227000172,구산문화마을.구산성당,127.1905333,37.57645
GGB227000173,센트럴풍경채.동일하이빌.강동리엔9단지,127.1816667,37.5569333
GGB227000174,아이테코,127.1936833,37.5528167
GGB227000175,안창모루,127.23305,37.5383
GGB227000176,감일스윗시티10단지.한라비발디2차,127.16295,37.5082
GGB227000177,정심사입구,127.2267,37.526
GGB227000178,감일초.센트레빌.포웰시티푸르지오라포레,127.1630833,37.4990833
GGB227000179,감일초.센트레빌.포웰시티푸르지오라포레,127.1633,37.4989
GGB227000180,하남농협.풍산멀티스포츠센터,127.2065333,37.5544833
GGB227000181,하남경찰서,127.2264333,37.5225167
GGB227000183,한라비발디후문.힐스테이트포웰시티,127.1617667,37.5048
GGB227000184,한라비발디후문.힐스테이트포웰시티,127.1615,37.5047333
GGB227000185,감일스윗시티10단지.한라비발디2차,127.1630333,37.50795
GGB227000186,감일포엠포레.스윗시티6단지.7단지,127.1607667,37.5120167
GGB227000187,감일포엠포레.스윗시티6단지.7단지,127.1612833,37.5126667
GGB227000188,감일교차로,127.1623667,37.4975833
GGB227000189,천현동행정복지센터,127.2246167,37.5190833
GGB227000190,한강유역환경청.미사고등학교.미사가람마을,127.1943,37.5702
GGB227000191,제일풍경채.미사강변신안인스빌,127.1961333,37.5551667
GGB227000192,제일풍경채.미사강변신안인스빌,127.1970667,37.5550667
GGB227000193,남문매표소앞,127.1758167,37.4721833
GGB227000194,구산문화마을.구산성당,127.1903333,37.5766667
GGB227000195,미사강변한신더휴.트래지안,127.1923833,37.5731167
GGB227000196,미사강변루나리움.17단지,127.18085,37.5667167
GGB227000197,파밀리에.미사가람마을.종합운동장,127.1927833,37.5683
GGB227000198,파밀리에.미사가람마을.종합운동장,127.1938833,37.5682667
GGB227000199,미사강변루나리움.17단지,127.1811833,37.56645
GGB227000200,미사경정공원입구,127.2027667,37.56075
GGB227000201,하남노인장애인복지관.미사1동행정복지센터,127.18895,37.5600833
GGB227000202,서하남테크노밸리입구,127.1734833,37.5289833
GGB227000203,서하남테크노밸리입구,127.1737667,37.52855
GGB227000204,미사강변2차푸르지오.미사강변고등학교,127.1832333,37.5769833
GGB227000205,동원베네스트아파트입구,127.21025,37.54975
GGB227000206,새뜰마을3단지,127.2093167,37.5499833
GGB227000207,나룰.풍산근린3호공원,127.2068833,37.5515
GGB227000208,나룰.풍산근린3호공원,127.2065667,37.5512667
GGB227000209,하남풍산역.풍산아이파크5단지,127.2025333,37.5525667
GGB227000210,하남풍산역.꽃뫼마을1단지,127.2016167,37.5528
GGB227000211,풍경채1단지.덕풍중학교,127.1990667,37.5549
GGB227000212,풍경채1단지.덕풍중학교,127.1989,37.5546667
GGB227000213,호반써밋에듀파크.풍산아이파크1단지,127.2097,37.5453833
GGB227000214,풍산아이파크1단지.호반써밋에듀파크,127.20945,37.5455333
GGB227000217,천현동행정복지센터,127.2246333,37.51945
GGB227000218,감일역사공원.제일풍경채,127.1544833,37.5077
GGB227000219,한강유역환경청.미사고등학교.미사가람마을,127.1945167,37.5703833
GGB227000221,황산사거리.LH하남사업본부,127.1876167,37.5495833
GGB227000222,미사강변중학교.미사강변리버나인,127.1879833,37.57675
GGB227000223,미사강변중학교.미사강변리버나인,127.18675,37.5771333
GGB227000224,하남문화예술회관,127.20785,37.54355
GGB227000225,하남문화예술회관,127.2074667,37.5435333
GGB227000226,나룰초등학교.풍산아이파크1단지,127.20975,37.5472833
GGB227000227,나룰초등학교.풍산아이파크1단지,127.2098667,37.5470167
GGB227000228,새뜰마을3단지정문,127.2077167,37.5489833
GGB227000229,새뜰마을3단지정문,127.20795,37.54985
GGB227000230,미사강변푸르지오.하우스디더레이크,127.1860167,37.5638
GGB227000231,하남시미사도서관.미사2동행정복지센터,127.1877167,37.5666667
GGB227000232,미사강변푸르지오.하우스디더레이크,127.1862167,37.5627833
GGB227000233,하남시미사도서관.미사2동행정복지센터,127.1871667,37.5668833
GGB227000234,미사경정공원입구,127.2045167,37.5597833
GGB227000235,덕풍2동행정복지센터.청소년문화의집,127.19835,37.54355
GGB227000236,힐스테이트포웰시티.한라비발디후문,127.1607,37.5052333
GGB227000237,힐스테이트포웰시티.한라비발디후문,127.1602167,37.5052167
GGB227000238,감일교차로,127.1617333,37.4976333
GGB227000239,윗배알미,127.27695,37.5143667
GGB227000240,하남검단산역.창우초교(중),127.2247167,37.5394667
GGB227000241,하남검단산역.창우초교(중),127.2232333,37.5398167
GGB227000242,하남시청(중),127.2149167,37.5406333
GGB227000243,하남시청(중),127.2140833,37.54025
GGB227000244,장지마을(중),127.2087667,37.54085
GGB227000245,장지마을(중),127.2093,37.54045
GGB227000246,하남시청역.덕풍시장(중),127.2052333,37.5424667
GGB227000247,하남시청역.덕풍시장(중),127.2042333,37.5430333
GGB227000248,온천마을.테크노밸리U1.힐즈파크푸르지오(중),127.1954333,37.54695
GGB227000249,온천마을.테크노밸리U1.힐즈파크푸르지오(중),127.19475,37.54685
GGB227000250,황산사거리.미사3동행정복지센터.미사센텀비즈,127.1841667,37.5500167
GGB227000251,황산사거리.미사3동행정복지센터.하남수산물시장(중),127.1838,37.5495
GGB227000252,라인.한솔솔파크아파트(중),127.20005,37.5449333
GGB227000253,라인.한솔솔파크아파트(중),127.20045,37.5448667
GGB227000254,안창모루,127.2329167,37.5383333
GGB227000255,미사강변동원로얄듀크.고덕어반브릿지.리엔11단지,127.1815,37.5547167
GGB227000256,아이테코.이편한세상미사,127.1943833,37.554
GGB227000257,아이테코.이편한세상미사,127.19395,37.5542167
GGB227000258,하남시평생학습관,127.2143833,37.5364
GGB227000259,현대홈타운,127.2139667,37.5363833
GGB227000260,하남시버스환승공영차고지.검단산입구,127.2296333,37.5389833
GGB227000261,하남시버스환승공영차고지.검단산입구,127.2296667,37.5385
GGB227000262,동일하이빌아파트(중),127.2194,37.5405333
GGB227000263,백송한신아파트(중),127.21815,37.54065
GGB227000264,미사경정공원관람동,127.20095,37.5642667
GGB227000265,신평어린이공원.대명루첸,127.2125833,37.54385
GGB227000266,미사역사일가공원.센텀팰리스.하남고,127.1834667,37.55935
GGB227000267,미사강변센트럴자이.하남고등학교,127.1855833,37.5595333
GGB227000268,하남고용센터.센트럴자이.더샵센트럴포레,127.1865167,37.55545
GGB227000269,하남고용센터.센트럴자이.더샵센트럴포레,127.1869,37.5554833
GGB227000270,미사강변한신더휴.트래지안,127.1934,37.5738333
GGB227000271,미사강변트래지안.미사초등학교,127.1936333,37.5725167
GGB227000272,하남시청정문.홈플러스,127.2127833,37.5383333
GGB227000273,청아초등학교.신안인스빌.브라운스톤,127.19535,37.5583667
GGB227000274,미사강변골든센트로.미사레스티아,127.1961167,37.5578167
GGB227000275,하남시청정문.홈플러스,127.2135667,37.53775
GGB227000276,미사강변파크뷰.13단지,127.1894833,37.5703
GGB227000277,미사강변파밀리에.14단지,127.1900833,37.5697
GGB227000278,미사지구대.종합운동장,127.1913,37.56705
GGB227000279,미사지구대.종합운동장,127.1909667,37.5669333
GGB227000280,미사1동행정복지센터.하남고등학교.노인장애인복지관,127.1876,37.5606333
GGB227000281,미사1동행정복지센터.하남고등학교.노인장애인복지관,127.1874167,37.55945
GGB227000282,미사강변2차푸르지오.센트리버,127.1813333,37.5747833
GGB227000283,미사강변2차푸르지오.미사강변고등학교,127.1813333,37.5762333
GGB227000284,미사강변리버스위트칸타빌.리슈빌,127.1813167,37.5739333
GGB227000285,센트리버.스타힐스.더샵리버포레,127.1833667,37.5721333
GGB227000286,은가람중학교.리버스위트칸타빌,127.1796667,37.5759833
GGB227000287,미사강변리버뷰자이.베라체,127.1768833,37.5733833
GGB227000288,검단산입구,127.22765,37.5329667
GGB227000289,검단산입구,127.2270333,37.5335167
GGB227000290,망월초등학교.미사강변리슈빌,127.1815833,37.5719
GGB227000291,미사강변스타힐스.금빛마을,127.1829333,37.5713167
GGB227000292,미사강변동원로얄듀크.고덕어반브릿지.리엔11단지,127.1817333,37.5548167
GGB227000293,미사역호반써밋,127.1969167,37.5660167
GGB227000294,하남종합운동장.국민체육센터,127.1959667,37.5676833
GGB227000295,위례자이더시티.플로리체위례,127.1491333,37.4737667
GGB227000296,위례중학교.위례센트로엘,127.1476333,37.47705
GGB227000297,하남시위례동행정복지센터.위례고,127.1521333,37.4767333
GGB227000298,하남시위례동행정복지센터.위례고,127.151,37.4775667
GGB227000299,플로리체위례.위례자이더시티,127.1499833,37.4739667
GGB227000301,위례그린파크푸르지오.롯데캐슬.남한산성입구,127.1545167,37.4751
GGB227000302,위례롯데캐슬.그린파크푸르지오.남한산성입구,127.1543333,37.4743833
GGB227000303,하남디지털도서관.효성해링턴.C3단지,127.1976667,37.5631333
GGB227000304,유니온타워.에일린의뜰,127.2181167,37.54565
GGB227000305,유니온타워.에일린의뜰,127.2182833,37.5454333
GGB227000306,스타필드하남주차장,127.2240833,37.5441333
